Name;id;brewery_id;cat_id;style_id;Alcohol By Volume;International Bitterness Units;Standard Reference Method;Universal Product Code;filepath;Description;add_user;last_mod;Style;Category;Brewer;Address;City;State;Country;Coordinates;Website
2� Below;416;905;1;5;6.599999905;0;0;0;;Pull on your wool socks and crack open a 2� Below Ale. This tasty winter warmer started life as a small batch beer brewed for the Al Johnson Uphill Downhill ��� a telemark ski race in Crested Butte, Colorado. The Uphill Downhill celebrates the exploits of Al Johnson, letter carrier extraordinaire, who delivered mail by ski in the late 1800�۪s. Dry hopping during fermentation creates a floral nose with a hint of pepper and spicy, subtle undertones. 2� Below provides a bright, hoppy palate and a cheery warm afterglow.;0;2010-07-22 22:00:00+02:00;Extra Special Bitter;British Ale;New Belgium Brewing;500 Linden Street;Fort Collins;Colorado;United States;40.5929, -105.07;http://www.newbelgium.com/
Monkey Wrench Dark Ale;417;425;2;25;5.300000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;Daleside Brewery;Camwal Road;Harrogate;North Yorkshire;United Kingdom;53.9999, -1.501;
Old Legover;418;425;-1;-1;4.099999905;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Daleside Brewery;Camwal Road;Harrogate;North Yorkshire;United Kingdom;53.9999, -1.501;
Hercules Double IPA;419;604;3;31;9.100000382;0;0;0;;Hoppier, maltier and with more alcohol than a standard IPA, Hercules Double IPA definitely is not for the faint of heart. Hercules Double IPA is, however, an elixir fit for the gods. A brash but creamy wonder, Hercules pours a deep orange-coppery color, forming substantial lace in the glass. Hercules Double IPA delivers a huge amount of piney, floral, and citrusy hop aroma and flavor from start to finish. A hefty backbone of nutty, toffee-like malt character balances Hercules�۪ aggressive, punchy hop profile.;0;2010-07-22 22:00:00+02:00;American-Style India Pale Ale;North American Ale;Great Divide Brewing;2201 Arapahoe Street;Denver;Colorado;United States;39.7539, -104.989;http://www.greatdivide.com/
Fresh Hop Pale Ale;420;604;3;26;6.099999905;0;0;0;;The September hop harvest is a once-a-year opportunity to brew with fresh hops, also called ���wet hops.�۝ Given the perishable nature of just-harvested hop cones, they are shipped overnight to Great Divide shortly after harvest. The morning of the scheduled hop delivery in Denver, Great Divide�۪s brewers begin brewing Fresh Hop and are ready to hop the beer just as the fresh hops are delivered.   Using fresh hops is a big endeavor, requiring four to five times the volume of hops compared to the usual process of using pelletized hops. This complex process brings impressive results: Fresh Hop is an American-Style Pale Ale with moderate hop bitterness marked by a unique and intensely grassy hop flavor and aroma. Fresh Hop is a superbly refreshing, medium bodied, light-copper colored pale ale.;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Great Divide Brewing;2201 Arapahoe Street;Denver;Colorado;United States;39.7539, -104.989;http://www.greatdivide.com/
Twisted Thistle India Pale Ale;421;98;3;26;6.099999905;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Belhaven Brewery;Spott Road;East Lothian;Scotland;United Kingdom;55.997, -2.5098;
Espresso Stout;422;1315;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Upstream Brewing Company at Legacy;17070 Wright Plaza;Omaha;Nebraska;United States;41.2331, -96.1811;
Inversion IPA;423;441;3;31;6.800000191;0;0;0;;After several months of experimentation, energy and obsession, Deschutes Brewery�۪s brewers have triumphed once again.  Inversion I.P.A.'s trio of American hops delivers an over-the-top nose with hints of orange and grapefruit.  Inversion is then dry-hopped for seven days resulting in an added hoppy kick.  To balance the hop character, Deschutes�۪ brewers used crystal and caraston malts that weave throughout the beer providing soft, complex caramel flavors.    Just like clear days up on the mountain, Inversion I.P.A. will deliver a path to higher ground.  Inversion I.P.A. is a phenomenal NW-style I.P.A., beckoning all beer drinkers and enticing I.P.A. lovers to invert their world and find clarity above the routine of the everyday.;0;2010-07-22 22:00:00+02:00;American-Style India Pale Ale;North American Ale;Deschutes Brewery;901 SW Simpson Avenue;Bend;Oregon;United States;44.0474, -121.323;http://www.deschutesbrewery.com/
India Pale Ale;424;844;3;26;7.5;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Meantime Brewing Company Limited;2 Penhall Road;Greenwich;London;United Kingdom;51.4899, 0.038;http://www.meantimebrewing.com/
London Porter;425;844;2;25;6.5;0;0;0;;;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;Meantime Brewing Company Limited;2 Penhall Road;Greenwich;London;United Kingdom;51.4899, 0.038;http://www.meantimebrewing.com/
Hitachino Nest Celebration Ale 2006;426;742;-1;-1;9;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Kiuchi Shuzou Goushi Kaisya;1257, Kounsosu;Ibaraki;Kanto;Japan;;
Rubia;427;363;8;95;6;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Cervecera Jerome;Mendoza;Mendoza;;Argentina;-32.8902, -68.844;
Session Premium Lager;428;562;8;95;5.099999905;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Full Sail Brewing #1;506 Columbia Street;Hood River;Oregon;United States;45.7103, -121.515;
Mocny BOSS / BOSS Beer;429;156;8;95;8.100000382;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;BOSS Browar Witnica S.A.;Ul. Marii Konopnickiej 1;Witnica;;Poland;52.6739, 14.9004;http://www.browar-witnica.pl/
La Rossa;430;127;7;90;7.199999809;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Birra Moretti;Viale Venezia 9;Udine;;Italy;46.0597, 13.2269;
Blue Paddle Pilsener;431;905;7;77;4.800000191;0;0;0;;Climb on in and grab a paddle. Our first foray into lagered beers, Blue Paddle Pilsener-Lager, is a Czech style pilsener with a refreshing crispness from noble hops and a rich, malty finish. ���Blue Paddle�۪ refers to the implement our warehouse manager�۪s Grandma once used to lovingly paddle his a** when she caught him stealing sips of her beer. With more body than a traditional Belgian pils, Blue Paddle is reflective of Europe�۪s finest pilseners.;0;2010-07-22 22:00:00+02:00;German-Style Pilsener;German Lager;New Belgium Brewing;500 Linden Street;Fort Collins;Colorado;United States;40.5929, -105.07;http://www.newbelgium.com/
Lager;432;367;8;95;4;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Cervejaria de Macau;Unit 1-B, Blk. A, Edf. Ind. Fei Tong;Macao;;Macao;19.7219, -101.225;
Hell;433;70;-1;-1;4.900000095;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Bamberger Mahr's-Bru;Wunderburg 10;Bamberg;Bayern;Germany;49.8901, 10.9067;
Pilsner;434;70;-1;-1;4.900000095;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Bamberger Mahr's-Bru;Wunderburg 10;Bamberg;Bayern;Germany;49.8901, 10.9067;
Ungespundet Lager Hefetrub;435;70;-1;-1;5.199999809;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Bamberger Mahr's-Bru;Wunderburg 10;Bamberg;Bayern;Germany;49.8901, 10.9067;
Keller-Bier;436;1188;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;St. GeorgenBru Modschiedler KG;Marktstrae 12;Buttenheim;Bayern;Germany;49.802, 11.0324;
Imperial Porter;437;1264;2;25;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;Thunderhead Brewery #2;120 East Third Street;Grand Island;Nebraska;United States;40.9259, -98.3397;
Amber Ale;438;1264;3;33;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Amber/Red Ale;North American Ale;Thunderhead Brewery #2;120 East Third Street;Grand Island;Nebraska;United States;40.9259, -98.3397;
La Folie;439;905;-1;-1;6;0;0;0;;La Folie Wood-Aged Biere, is our original wood-conditioned beer, resting in French Oak barrels between one and three years before being bottled. . Peter Bouckaert, came to us from Rodenbach ��� home of the fabled sour red. Our La Folie emulates the spontaneous fermentation beers of Peter�۪s beloved Flanders with sour apple notes, a dry effervescence, and earthy undertones. New in 2010, we'll do a single bottling of La Folie for the year. Collect the 22oz unique to 2010 designed bottle and start a yearly wood-aged collection of goodness.;0;2010-07-22 22:00:00+02:00;;;New Belgium Brewing;500 Linden Street;Fort Collins;Colorado;United States;40.5929, -105.07;http://www.newbelgium.com/
Abt 12;440;296;5;62;10;0;0;0;;The absolute top quality in the hierarchy of the St. Bernardus beers. It is also the beer with the highest alcohol content (10.50 %).  A dark ivory coloured beer with a high fermentation.    The show piece of the brewery. Thanks to its soft and unconditionally genuine aroma, the beer can be smoothly tasted.  The Abt has a very fruity flavour.;0;2010-07-22 22:00:00+02:00;Belgian-Style Quadrupel;Belgian and French Ale;Brouwerij St. Bernardus;Trappistenweg 23;Watou;West-Vlaanderen;Belgium;50.8425, 2.6362;http://www.sintbernardus.be
Nostradamus;441;195;-1;-1;9.5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brasserie La Caracole;Cte Marie-Thrse 86;Falmignoul;Namur;Belgium;50.2024, 4.8914;
Triple;442;175;-1;-1;9;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brasserie de l'Abbaye Val-Dieu;Val Dieu 225;Aubel;Lige;Belgium;50.7046, 5.822;
Ultrabrune;443;168;-1;-1;10;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brasserie d'Ecaussinnes;rue Restaumont, 118;Ecaussinnes;Hainaut;Belgium;50.5593, 4.1365;
P̬re No��l;444;277;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brouwerij De Ranke;Brugsstraat 43;Wevelgem;West-Vlaanderen;Belgium;50.8105, 3.1857;
Bah Humbug;445;1375;1;13;6;0;0;0;;;0;2010-07-22 22:00:00+02:00;Old Ale;British Ale;Wychwood Brewery;The Eagle Maltings;Witney;Oxford;United Kingdom;51.7523, -1.2558;
Harvest Ale 2005 (Port);446;727;-1;-1;11.5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;JW Lees and Co (Brewers) Ltd.;Middleton Junction;Manchester;Manchester;United Kingdom;53.5412, -2.1734;
Harvest Ale 2005;447;727;1;13;11.5;0;0;0;;;0;2010-07-22 22:00:00+02:00;Old Ale;British Ale;JW Lees and Co (Brewers) Ltd.;Middleton Junction;Manchester;Manchester;United Kingdom;53.5412, -2.1734;
Moonraker;448;727;-1;-1;7.5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;JW Lees and Co (Brewers) Ltd.;Middleton Junction;Manchester;Manchester;United Kingdom;53.5412, -2.1734;
Old Engine Oil;449;638;2;25;6;0;0;0;;;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;Harviestoun Brewery;Hillfoots Business Village;Alva;Scotland;United Kingdom;56.1531, -3.8006;
Pitchfork Rebellious Bitter;450;1043;-1;-1;4.300000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;RCH Brewery;West Hewish;Weston-super-Mare;Somerset;United Kingdom;51.3723, -2.8773;
Bitter and Twisted;451;638;-1;-1;3.799999952;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Harviestoun Brewery;Hillfoots Business Village;Alva;Scotland;United Kingdom;56.1531, -3.8006;
India Pale Ale;452;1185;3;26;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;St Peter's Brewery;St Peter's Hall;Bungay;Suffolk;United Kingdom;36.7282, -76.5836;
Old Slug Porter;453;1043;2;25;4.5;0;0;0;;;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;RCH Brewery;West Hewish;Weston-super-Mare;Somerset;United Kingdom;51.3723, -2.8773;
Golden Abbot Lager;454;744;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Klosterbrauerei Neuzelle;Brauhausplatz 1;Neuzelle;Brandenburg;Germany;52.091, 14.6509;
Porter;455;744;2;25;7.099999905;0;0;0;;;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;Klosterbrauerei Neuzelle;Brauhausplatz 1;Neuzelle;Brandenburg;Germany;52.091, 14.6509;
M̦nchshof Kellerbr�_u;456;757;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Kulmbacher Brauerei AG;Lichtenfelser Strae 9;Kulmbach;Bayern;Germany;50.106, 11.4442;
Nightmare;457;626;2;25;5;0;0;0;;;0;2010-07-22 22:00:00+02:00;Porter;Irish Ale;Hambleton Ales;Melmerby Green Road;Melmerby;North Yorkshire;United Kingdom;54.1744, -1.4844;
Ur-Weisse;458;205;4;50;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;South German-Style Hefeweizen;German Ale;Brauerei Aying Franz Inselkammer KG;Zornedinger Strae 2;Aying;Bayern;Germany;47.9706, 11.7808;
Schlenkerla Helles Lagerbier;459;650;-1;-1;4.300000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Heller Bru Trum;Dominikanerstrae 6;Bamberg;Bayern;Germany;49.892, 10.8853;
Ondineke Oilsjtersen Tripel;460;743;-1;-1;8.5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Kleinbrouwerij de Glazen Toren;Glazentorenweg 11;Erpe-Mere;Oost-Vlaanderen;Belgium;50.9193, 3.9666;
Ale Mary;461;1043;3;26;6;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;RCH Brewery;West Hewish;Weston-super-Mare;Somerset;United Kingdom;51.3723, -2.8773;
Jan de Lichte;462;743;-1;-1;7;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Kleinbrouwerij de Glazen Toren;Glazentorenweg 11;Erpe-Mere;Oost-Vlaanderen;Belgium;50.9193, 3.9666;
Bigfoot 2000;463;1142;-1;-1;9.600000382;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Sierra Nevada Brewing Co.;1075 East 20th Street;Chico;California;United States;39.7246, -121.816;http://www.sierranevada.com/
Rauchbier Lager;464;222;-1;-1;4.599999905;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brauerei Spezial;Obere Knigsstrae 10;Bamberg;Bayern;Germany;49.8942, 10.8855;
Bourbon Imperial Stout;465;14;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Aksarben Brewing (BOP);11337 Davenport St.;Omaha;Nebraska;United States;41.2603, -96.0903;
Witbier;466;14;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Aksarben Brewing (BOP);11337 Davenport St.;Omaha;Nebraska;United States;41.2603, -96.0903;
Bavarian Bock;467;14;7;90;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Aksarben Brewing (BOP);11337 Davenport St.;Omaha;Nebraska;United States;41.2603, -96.0903;
Heater;468;14;3;33;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Amber/Red Ale;North American Ale;Aksarben Brewing (BOP);11337 Davenport St.;Omaha;Nebraska;United States;41.2603, -96.0903;
Harvest Brown;469;14;3;38;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Brown Ale;North American Ale;Aksarben Brewing (BOP);11337 Davenport St.;Omaha;Nebraska;United States;41.2603, -96.0903;
Brout;470;14;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Aksarben Brewing (BOP);11337 Davenport St.;Omaha;Nebraska;United States;41.2603, -96.0903;
Aecht Schlenkerla Rauchbier M�_rzen;471;650;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Heller Bru Trum;Dominikanerstrae 6;Bamberg;Bayern;Germany;49.892, 10.8853;
Aecht Schlenkerla Rauchbier Weizen;472;650;8;95;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Lager;North American Lager;Heller Bru Trum;Dominikanerstrae 6;Bamberg;Bayern;Germany;49.892, 10.8853;
Kapuziner Schwarz-Weizen;473;757;-1;-1;5.400000095;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Kulmbacher Brauerei AG;Lichtenfelser Strae 9;Kulmbach;Bayern;Germany;50.106, 11.4442;
Christmas Bock;474;70;7;90;6;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Bamberger Mahr's-Bru;Wunderburg 10;Bamberg;Bayern;Germany;49.8901, 10.9067;
Prior 8;475;296;5;60;8;0;0;0;;This noble delicious beer with a high fermentation has a ruby purple colour with a full malty and fruity taste (8% alcohol content).    This beer has a beautiful round froth due to the second fermentation with a taste that creates a perfect balance between sweet and sour.;0;2010-07-22 22:00:00+02:00;Belgian-Style Dubbel;Belgian and French Ale;Brouwerij St. Bernardus;Trappistenweg 23;Watou;West-Vlaanderen;Belgium;50.8425, 2.6362;http://www.sintbernardus.be
Old Man Ale;476;395;-1;-1;4.800000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Coniston Brewing;Coppermines Road;Coniston;Cumbria;United Kingdom;;
Criminally Bad Elf;477;1056;-1;-1;10.5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Ridgeway Brewing;6 Chapel Close;South Stoke;Oxford;United Kingdom;51.5462, -1.1355;
Very Bad Elf Special Reserve Ale;478;1056;-1;-1;7.5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Ridgeway Brewing;6 Chapel Close;South Stoke;Oxford;United Kingdom;51.5462, -1.1355;
Weisse;479;70;4;50;4.900000095;0;0;0;;;0;2010-07-22 22:00:00+02:00;South German-Style Hefeweizen;German Ale;Bamberger Mahr's-Bru;Wunderburg 10;Bamberg;Bayern;Germany;49.8901, 10.9067;
M̦nchshof Premium Schwarzbier;480;757;7;86;4.900000095;0;0;0;;"Schwarzbier means ""black beer"" in German. It is a medium-bodied, malt-accented dark brew, very opaque and deep-sepia in color, with a chewy texture and a firm, creamy, long-lasting head. In spite of its dark color, it comes across as a soft and elegant brew that is rich, mild, and surprisingly balanced. It never tastes harsh, toasty or acrid. The beer is often referred to as a Schwarzpils, a ""black Pils,"" but, unlike a blond Pils, which can be assertively bitter, the hop bitterness in Schwarzbier is always gentle and subdued.   In a glass, Schwarzbier looks much like a British dark ale, but looks can be deceiving. Schwarzbier, unlike a British ale, has a clean lager taste that leaves next to no perception of fruitiness on the palate. Instead, Schwarzbier produces very mild, almost bittersweet, notes of chocolate, coffee, and vanilla. Like most traditional German lagers, Schwarzbier has a malty middle, but the sweetness is never cloying or overpowering. The beer is moderately to well attenuated and the finish tends to be dry. Its alcohol level by volume is in the range of 4.5 to 5%, rarely higher. To accentuate the Schwarzbier's dark elegance and appealing head, always serve it in a tall, fluted or tulip-shaped glass.";0;2010-07-22 22:00:00+02:00;German-Style Schwarzbier;German Lager;Kulmbacher Brauerei AG;Lichtenfelser Strae 9;Kulmbach;Bayern;Germany;50.106, 11.4442;
St. Bernardus Tripel;481;296;5;61;8;0;0;0;;This beer, with high fermentation, has a pale amber colour and a flowery, fruity taste with a harmonious balance between sweet and sour (8% alcohol content).   This beer has a thick and vivid froth and strikes by its balanced taste with a delicate bitterness.;0;2010-07-22 22:00:00+02:00;Belgian-Style Tripel;Belgian and French Ale;Brouwerij St. Bernardus;Trappistenweg 23;Watou;West-Vlaanderen;Belgium;50.8425, 2.6362;http://www.sintbernardus.be
Bi̬re Blanche;482;296;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brouwerij St. Bernardus;Trappistenweg 23;Watou;West-Vlaanderen;Belgium;50.8425, 2.6362;http://www.sintbernardus.be
Wychcraft;483;1375;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Wychwood Brewery;The Eagle Maltings;Witney;Oxford;United Kingdom;51.7523, -1.2558;
Double Bastard Ale;484;1204;3;26;10;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Pale Ale;North American Ale;Stone Brewing Co.;1999 Citracado Parkway;Escondido;California;United States;33.1157, -117.12;http://www.stonebrew.com/
Rochefort 6;485;7;3;29;7.5;0;0;0;;eddish colour, almost like autumn leaves, very consistent texture with a slightly spicy aroma and an intense taste of caramel, fruit, and hints of raisins. It is only brewed about once per year, representing approximately 1% of total beer production, thus is quite difficult to obtain.;0;2010-07-22 22:00:00+02:00;Dark American-Belgo-Style Ale;North American Ale;Abbaye Notre Dame du St Remy;Rue de l'Abbaye 8;Rochefort;Namur;Belgium;50.1999, 5.2277;
Guldenberg;486;277;-1;-1;8.5;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brouwerij De Ranke;Brugsstraat 43;Wevelgem;West-Vlaanderen;Belgium;50.8105, 3.1857;
Westmalle Trappist Tripel;487;262;5;61;9.5;0;0;0;;Was first brewed in 1934 and the recipe has not changed since 1956. It is made with pale candy sugar and has a very pale color produced from a mash of light pilsener malts. Styrian Goldings hops are used along with some German varieties and the classic Saaz pilsener hop. After a long secondary fermentation, the Tripel Westmalle is bottled with a dose of sugar and yeast. This beer holds up well in the bottle over time and seems to soften with age.;0;2010-07-22 22:00:00+02:00;Belgian-Style Tripel;Belgian and French Ale;Brouwerij Abdij der Trappisten van Westmalle;Antwerpsesteenweg 476;Westmalle;Antwerpen;Belgium;51.2974, 4.6881;http://www.trappistwestmalle.be
Fire in the Hole!;488;590;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Gottberg Brew Pub;2804 13th Street;Columbus;Nebraska;United States;41.4295, -97.3623;
Cow Palace Scotch Ale;489;590;1;15;6.800000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;Scotch Ale;British Ale;Gottberg Brew Pub;2804 13th Street;Columbus;Nebraska;United States;41.4295, -97.3623;
Toil & Trubbel Dubbel;490;590;-1;-1;8.100000382;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Gottberg Brew Pub;2804 13th Street;Columbus;Nebraska;United States;41.4295, -97.3623;
Abtskelder Tripel;491;590;-1;-1;8.399999619;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Gottberg Brew Pub;2804 13th Street;Columbus;Nebraska;United States;41.4295, -97.3623;
All-American Gold;492;590;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Gottberg Brew Pub;2804 13th Street;Columbus;Nebraska;United States;41.4295, -97.3623;
Curator Dunkler Doppelbock;493;511;7;90;9;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Ettaler Klosterbetriebe Abteilung Brauerei & Destillerie;Kaiser-Ludwig-Platz 1;Ettal;Bayern;Germany;47.569, 11.0942;
Kloster Dunkel;494;511;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Ettaler Klosterbetriebe Abteilung Brauerei & Destillerie;Kaiser-Ludwig-Platz 1;Ettal;Bayern;Germany;47.569, 11.0942;
Kloster Edel-Hell;495;511;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Ettaler Klosterbetriebe Abteilung Brauerei & Destillerie;Kaiser-Ludwig-Platz 1;Ettal;Bayern;Germany;47.569, 11.0942;
Teton Ale;496;594;3;33;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;American-Style Amber/Red Ale;North American Ale;Grand Teton Brewing #2;430 Old Jackson Highway;Victor;Idaho;United States;43.5984, -111.108;http://www.grandtetonbrewing.com/
Pilsener;497;534;-1;-1;4.800000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Flensburger Brauerei;Munketoft 12;Flensburg;Schleswig-Holstein;Germany;54.779, 9.4355;http://www.flens.co.uk/
Nickelbier;498;230;7;90;6.5;0;0;0;;;0;2010-07-22 22:00:00+02:00;Traditional German-Style Bock;German Lager;Brauhaus Johann Albrecht - Konstanz;Konradigasse 2;Konstanz;Baden-Wrttemberg;Germany;47.6651, 9.175;
Edel-Pils;499;216;-1;-1;4.800000191;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brauerei Leibinger;Friedhofstrae 20-36;Ravensburg;Baden-Wrttemberg;Germany;47.7818, 9.6215;
Weiss-Gold;500;845;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Meckatzer Lwenbru;Meckatz 10;Heimenkirch;Bayern;Germany;47.6308, 9.8889;
Zwickelbier;501;225;-1;-1;0;0;0;0;;;0;2010-07-22 22:00:00+02:00;;;Brauereigasthof Adler;Ortsstrae 1;Herbertingen;Baden-Wrttemberg;Germany;48.0778, 9.3996;
